order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd,user_id,primary_product_id,created_at:1,items_purchased
143,2012-12-05 21:25:47,1818,1818,49.99,42310,1,2012-11-23 13:25:47,1
144,2012-12-06 0:11:14,1947,1947,49.99,45141,1,2012-11-26 11:11:14,1
145,2012-12-08 9:35:07,1745,1745,49.99,40591,1,2012-11-22 12:35:07,1
146,2012-12-09 2:30:55,2050,2050,49.99,47405,1,2012-11-28 20:30:55,1
147,2012-12-11 9:41:38,2184,2184,49.99,49639,1,2012-12-06 11:41:38,1
148,2012-12-12 17:40:37,2098,2098,49.99,48257,1,2012-12-02 23:40:37,1
149,2012-12-13 18:49:37,2045,2045,49.99,47324,1,2012-11-28 14:49:37,1
150,2012-12-13 21:56:23,2241,2241,49.99,47897,1,2012-12-09 21:56:23,1
151,2012-12-14 0:26:51,2057,2057,49.99,47589,1,2012-11-29 14:26:51,1
152,2012-12-15 1:53:06,2165,2165,49.99,49272,1,2012-12-05 13:53:06,1
153,2012-12-15 18:15:51,2147,2147,49.99,48994,1,2012-12-04 19:15:51,1
154,2012-12-18 6:03:13,2341,2341,49.99,52269,1,2012-12-14 12:03:13,1
155,2012-12-18 10:33:26,2172,2172,49.99,49377,1,2012-12-05 17:33:26,1
156,2012-12-18 16:32:34,2244,2244,49.99,50728,1,2012-12-10 8:32:34,1
157,2012-12-19 10:27:35,2202,2202,49.99,49917,1,2012-12-06 21:27:35,1
158,2012-12-20 10:37:58,2365,2365,49.99,52817,1,2012-12-16 22:37:58,1
159,2012-12-21 23:38:22,2377,2377,49.99,53077,1,2012-12-17 15:38:22,1
160,2012-12-22 7:03:24,2415,2415,49.99,36641,1,2012-12-19 9:03:24,1
161,2012-12-23 12:55:13,2337,2337,49.99,52244,1,2012-12-14 10:55:13,1
162,2012-12-24 2:35:44,2249,2249,49.99,50781,1,2012-12-10 11:35:44,1
163,2012-12-26 16:24:38,2444,2444,49.99,54178,1,2012-12-20 11:24:38,1
164,2012-12-26 20:36:29,2445,2445,49.99,54183,1,2012-12-20 11:36:29,1
165,2012-12-26 21:48:11,2323,2323,49.99,52016,1,2012-12-13 16:48:11,1
166,2012-12-27 18:09:17,2398,2398,49.99,45969,1,2012-12-18 13:09:17,1
167,2012-12-28 15:07:54,2479,2479,49.99,54759,1,2012-12-21 18:07:54,1
168,2012-12-31 17:05:00,2446,2446,49.99,54199,1,2012-12-20 12:05:00,1
169,2012-12-31 22:19:36,2431,2431,49.99,53927,1,2012-12-19 16:19:36,1
170,2013-01-01 14:30:14,2426,2426,49.99,53877,1,2012-12-19 14:30:14,1
171,2013-01-04 0:06:45,2498,2498,49.99,55139,1,2012-12-24 0:06:45,1
172,2013-01-04 11:38:50,2489,2489,49.99,34750,1,2012-12-22 14:38:50,1
173,2013-01-05 17:00:37,2504,2504,49.99,55185,1,2012-12-24 9:00:37,1
174,2013-01-06 1:50:15,2492,2492,49.99,55057,1,2012-12-23 10:50:15,1
175,2013-01-06 7:42:52,2495,2495,49.99,55103,1,2012-12-23 17:42:52,1
176,2013-01-07 1:10:03,2549,2549,49.99,56008,1,2012-12-27 23:10:03,1
177,2013-01-07 17:47:46,2525,2525,49.99,55538,1,2012-12-26 2:47:46,1
178,2013-01-09 17:13:54,2619,2619,49.99,56922,1,2013-01-03 10:13:54,1
179,2013-01-10 20:07:54,2576,2576,49.99,43006,1,2012-12-31 8:07:54,1
180,2013-01-12 5:10:13,2711,2711,49.99,57926,1,2013-01-09 21:10:13,1
181,2013-01-15 12:24:45,2715,2715,49.99,57981,1,2013-01-10 9:24:45,1
182,2013-01-15 13:09:56,2621,2621,49.99,56979,1,2013-01-03 15:09:56,1
183,2013-01-17 4:44:14,2752,2752,49.99,34017,1,2013-01-14 13:44:14,1
184,2013-01-17 18:44:28,2660,2660,49.99,57413,1,2013-01-06 22:44:28,1
185,2013-01-19 22:51:37,2790,2790,49.99,43427,1,2013-01-16 14:51:37,1
186,2013-01-24 13:47:12,2755,2755,49.99,58527,1,2013-01-14 17:47:12,1
187,2013-01-27 4:11:13,2777,2777,49.99,58732,1,2013-01-15 23:11:13,1
188,2013-01-27 4:20:14,2789,2789,49.99,43309,1,2013-01-16 14:20:14,1
189,2013-01-28 8:17:35,2805,2805,49.99,59004,1,2013-01-17 12:17:35,1
190,2013-01-29 6:53:06,2846,2846,59.99,59411,2,2013-01-20 13:53:06,1
191,2013-02-01 19:47:16,2961,2961,49.99,55693,1,2013-01-30 15:47:16,1
192,2013-02-01 21:10:04,2833,2833,49.99,59226,1,2013-01-18 15:10:04,1
193,2013-02-02 14:05:43,2911,2911,49.99,60385,1,2013-01-25 17:05:43,1
194,2013-02-03 20:08:05,2978,2978,49.99,61375,1,2013-02-01 9:08:05,1
195,2013-02-06 16:47:17,2998,2998,59.99,61564,2,2013-02-02 19:47:17,1
196,2013-02-07 5:42:43,2906,2906,49.99,60297,1,2013-01-25 10:42:43,1
197,2013-02-07 20:48:37,2913,2913,49.99,60414,1,2013-01-25 20:48:37,1
198,2013-02-10 23:31:08,2958,2958,49.99,61039,1,2013-01-30 12:31:08,1
199,2013-02-12 0:01:58,3079,3079,49.99,54760,1,2013-02-08 22:01:58,1
200,2013-02-12 11:30:22,3014,3014,49.99,61758,1,2013-02-04 14:30:22,1
201,2013-02-12 13:57:44,3019,3019,49.99,61805,1,2013-02-04 19:57:44,1
202,2013-02-13 2:20:25,2999,2999,49.99,61587,1,2013-02-03 5:20:25,1
203,2013-02-14 1:34:01,3073,3073,49.99,62471,1,2013-02-08 13:34:01,1
204,2013-02-20 5:32:09,3048,3048,49.99,62211,1,2013-02-07 3:32:09,1
205,2013-02-20 5:50:45,3067,3067,49.99,62400,1,2013-02-08 1:50:45,1
206,2013-02-20 6:06:12,3284,3284,59.99,65384,2,2013-02-16 16:06:12,1
207,2013-02-22 5:03:31,3109,3109,49.99,62316,1,2013-02-11 5:03:31,1
208,2013-02-22 16:58:52,3297,3297,49.99,60452,1,2013-02-17 19:58:52,1
209,2013-02-26 16:19:54,3199,3199,49.99,64073,1,2013-02-13 15:19:54,1
210,2013-02-27 2:11:35,3118,3118,49.99,61774,1,2013-02-11 11:11:35,1
211,2013-02-27 15:03:31,3355,3355,49.99,39935,1,2013-02-21 16:03:31,1
212,2013-02-28 1:47:26,3178,3178,49.99,63774,1,2013-02-12 21:47:26,1
213,2013-02-28 3:34:35,3380,3380,49.99,46800,1,2013-02-23 4:34:35,1
214,2013-03-02 2:09:14,3306,3306,49.99,65616,1,2013-02-18 13:09:14,1
215,2013-03-02 2:13:15,3396,3396,49.99,66666,1,2013-02-24 23:13:15,1
216,2013-03-04 2:16:39,3313,3313,49.99,65705,1,2013-02-18 23:16:39,1
217,2013-03-05 3:49:45,3487,3487,49.99,67760,1,2013-03-03 1:49:45,1
218,2013-03-05 5:29:03,3373,3373,49.99,66427,1,2013-02-22 15:29:03,1
219,2013-03-05 9:12:30,3425,3425,49.99,66993,1,2013-02-26 16:12:30,1
220,2013-03-06 5:10:24,3400,3400,49.99,64810,1,2013-02-25 9:10:24,1
221,2013-03-06 7:46:28,3316,3316,49.99,65724,1,2013-02-19 5:46:28,1
222,2013-03-07 21:42:06,3452,3452,49.99,62726,1,2013-02-28 6:42:06,1
223,2013-03-08 12:47:00,3524,3524,49.99,68192,1,2013-03-05 16:47:00,1
224,2013-03-08 22:58:45,3517,3517,49.99,68119,1,2013-03-05 10:58:45,1
225,2013-03-10 19:23:47,3417,3417,49.99,66886,1,2013-02-26 4:23:47,1
226,2013-03-17 21:26:57,3499,3499,59.99,67882,2,2013-03-04 8:26:57,1
227,2013-03-19 7:16:03,3607,3607,49.99,69478,1,2013-03-13 9:16:03,1
228,2013-03-19 9:49:01,3573,3573,49.99,68968,1,2013-03-09 23:49:01,1
229,2013-03-20 7:28:22,3563,3563,59.99,68815,2,2013-03-08 15:28:22,1
230,2013-03-21 11:20:07,3585,3585,49.99,69108,1,2013-03-11 11:20:07,1
231,2013-03-22 13:12:35,3549,3549,49.99,68477,1,2013-03-06 22:12:35,1
232,2013-03-24 9:17:09,3633,3633,49.99,67958,1,2013-03-14 21:17:09,1
233,2013-03-26 3:39:53,3632,3632,49.99,69775,1,2013-03-14 16:39:53,1
234,2013-03-31 17:52:14,3806,3806,49.99,72216,1,2013-03-28 11:52:14,1
235,2013-04-02 12:23:05,3713,3713,49.99,71005,1,2013-03-22 6:23:05,1
236,2013-04-03 19:46:38,3769,3769,49.99,71775,1,2013-03-26 15:46:38,1
237,2013-04-04 8:41:53,3764,3764,49.99,71660,1,2013-03-26 6:41:53,1
238,2013-04-05 6:08:15,3807,3807,49.99,72253,1,2013-03-28 14:08:15,1
239,2013-04-06 17:10:41,3757,3757,49.99,71607,1,2013-03-25 22:10:41,1
240,2013-04-07 8:38:39,3814,3814,49.99,72326,1,2013-03-28 18:38:39,1
241,2013-04-08 12:42:14,3798,3798,59.99,72112,2,2013-03-27 23:42:14,1
242,2013-04-08 18:35:49,3856,3856,49.99,72731,1,2013-03-31 10:35:49,1
243,2013-04-10 4:56:35,3811,3811,49.99,72299,1,2013-03-28 16:56:35,1
244,2013-04-10 7:44:15,3953,3953,49.99,73830,1,2013-04-04 19:44:15,1
245,2013-04-12 7:36:08,3866,3866,49.99,72872,1,2013-04-01 9:36:08,1
246,2013-04-17 5:01:41,4033,4033,49.99,74856,1,2013-04-09 21:01:41,1
247,2013-04-17 14:45:43,3933,3933,49.99,73591,1,2013-04-03 22:45:43,1
248,2013-04-18 10:28:46,4114,4114,49.99,76003,1,2013-04-15 1:28:46,1
249,2013-04-19 2:21:21,4112,4112,49.99,75965,1,2013-04-14 20:21:21,1
250,2013-04-19 22:59:51,3989,3989,49.99,74273,1,2013-04-07 10:59:51,1
251,2013-04-20 2:52:26,4182,4182,49.99,76855,1,2013-04-17 23:52:26,1
252,2013-04-20 6:55:06,4045,4045,49.99,75001,1,2013-04-10 11:55:06,1
253,2013-04-20 13:19:04,4005,4005,49.99,74438,1,2013-04-08 10:19:04,1
254,2013-04-20 17:04:11,4001,4001,49.99,74406,1,2013-04-08 7:04:11,1
255,2013-04-21 9:43:18,4065,4065,49.99,75288,1,2013-04-11 11:43:18,1
256,2013-04-22 8:05:09,4037,4037,49.99,74879,1,2013-04-09 23:05:09,1
257,2013-04-23 12:58:36,3993,3993,49.99,63615,1,2013-04-07 13:58:36,1
258,2013-05-02 4:42:18,4222,4222,49.99,77341,1,2013-04-19 15:42:18,1
259,2013-05-03 15:55:59,4304,4304,59.99,78623,2,2013-04-25 15:55:59,1
260,2013-05-04 0:28:40,4396,4396,49.99,79604,1,2013-04-30 7:28:40,1
261,2013-05-04 18:05:01,4344,4344,49.99,79005,1,2013-04-27 8:05:01,1
262,2013-05-05 1:01:17,4257,4257,49.99,77862,1,2013-04-22 17:01:17,1
263,2013-05-07 2:38:13,4438,4438,49.99,80093,1,2013-05-01 16:38:13,1
264,2013-05-09 17:34:56,4420,4420,49.99,79902,1,2013-05-01 7:34:56,1
265,2013-05-10 3:35:19,4444,4444,49.99,80144,1,2013-05-01 21:35:19,1
266,2013-05-10 10:03:29,4507,4507,49.99,69931,1,2013-05-05 18:03:29,1
267,2013-05-11 0:13:48,4310,4310,49.99,78700,1,2013-04-25 22:13:48,1
268,2013-05-14 1:51:41,4494,4494,49.99,80811,1,2013-05-04 23:51:41,1
269,2013-05-15 17:04:53,4543,4543,49.99,81393,1,2013-05-07 17:04:53,1
270,2013-05-15 18:18:43,4590,4590,49.99,82154,1,2013-05-10 10:18:43,1
271,2013-05-16 7:19:17,4423,4423,49.99,79931,1,2013-05-01 9:19:17,1
272,2013-05-18 17:57:34,4696,4696,49.99,83615,1,2013-05-16 16:57:34,1
273,2013-05-18 20:00:46,4564,4564,49.99,81736,1,2013-05-08 18:00:46,1
274,2013-05-19 10:55:47,4610,4610,49.99,82528,1,2013-05-12 10:55:47,1
275,2013-05-19 20:13:46,4608,4608,49.99,82493,1,2013-05-12 1:13:46,1
276,2013-05-19 20:40:41,4576,4576,49.99,81923,1,2013-05-09 13:40:41,1
277,2013-05-20 13:06:03,4710,4710,49.99,83739,1,2013-05-17 8:06:03,1
278,2013-05-21 23:59:49,4611,4611,49.99,82527,1,2013-05-12 10:59:49,1
279,2013-05-23 14:00:59,4654,4654,49.99,82943,1,2013-05-14 11:00:59,1
280,2013-05-23 17:27:33,4620,4620,49.99,82616,1,2013-05-12 23:27:33,1
281,2013-05-26 23:35:50,4679,4679,59.99,83313,2,2013-05-15 16:35:50,1
282,2013-05-27 9:45:33,4793,4793,49.99,84839,1,2013-05-22 13:45:33,1
283,2013-05-27 21:46:08,4706,4706,49.99,83718,1,2013-05-17 5:46:08,1
284,2013-05-28 5:44:41,4726,4726,49.99,83965,1,2013-05-18 3:44:41,1
285,2013-05-28 10:43:47,4825,4825,49.99,85239,1,2013-05-23 20:43:47,1
286,2013-05-28 22:10:51,4680,4680,49.99,67943,1,2013-05-15 17:10:51,1
287,2013-05-29 0:40:58,4760,4760,59.99,84454,2,2013-05-21 3:40:58,1
288,2013-05-31 18:17:58,4758,4758,49.99,84428,1,2013-05-20 22:17:58,1
289,2013-06-03 23:06:28,4989,4989,49.99,87194,1,2013-06-01 16:06:28,1
290,2013-06-04 6:54:42,4915,4915,49.99,86311,1,2013-05-29 10:54:42,1
291,2013-06-04 14:12:08,4900,4900,49.99,86109,1,2013-05-28 15:12:08,1
292,2013-06-04 20:48:52,4807,4807,49.99,71922,1,2013-05-23 5:48:52,1
293,2013-06-07 10:18:55,4874,4874,49.99,85824,1,2013-05-27 11:18:55,1
294,2013-06-07 19:37:29,4879,4879,49.99,85876,1,2013-05-27 15:37:29,1
295,2013-06-08 21:55:16,5100,5100,49.99,76546,1,2013-06-06 19:55:16,1
296,2013-06-08 23:33:50,5095,5095,49.99,88422,1,2013-06-06 14:33:50,1
297,2013-06-09 3:43:51,5051,5051,49.99,87865,1,2013-06-04 18:43:51,1
298,2013-06-09 13:24:38,4993,4993,49.99,87243,1,2013-06-02 0:24:38,1
299,2013-06-09 17:42:50,4953,4953,49.99,86769,1,2013-05-30 18:42:50,1
300,2013-06-11 1:06:52,4907,4907,49.99,86188,1,2013-05-28 21:06:52,1
301,2013-06-11 3:12:17,5023,5023,49.99,77867,1,2013-06-03 19:12:17,1
302,2013-06-11 21:45:48,5134,5134,49.99,88835,1,2013-06-08 1:45:48,1
303,2013-06-13 12:18:21,4912,4912,49.99,86300,1,2013-05-29 10:18:21,1
304,2013-06-17 23:10:51,5007,5007,59.99,87387,2,2013-06-03 4:10:51,1
305,2013-06-18 6:57:22,5082,5082,49.99,88297,1,2013-06-06 8:57:22,1
306,2013-06-18 12:08:14,5257,5257,59.99,79742,2,2013-06-14 18:08:14,1
307,2013-06-18 21:43:45,5145,5145,49.99,88931,1,2013-06-08 16:43:45,1
308,2013-06-19 11:47:44,5128,5128,49.99,84955,1,2013-06-07 19:47:44,1
309,2013-06-19 14:16:20,5113,5113,49.99,88648,1,2013-06-07 11:16:20,1
310,2013-06-20 1:37:09,5168,5168,49.99,81814,1,2013-06-10 11:37:09,1
311,2013-06-20 3:04:51,5263,5263,59.99,90468,2,2013-06-15 2:04:51,1
