order_order_id,user_id,cogs_usd,price_usd,created_at,product_id,Month,profit,Year,product name,,
94,3116,19.49,49.99,4/8/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
95,3158,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
96,3157,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
97,3177,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
98,3215,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
99,3263,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
100,3267,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
101,3285,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
102,3289,19.49,49.99,4/9/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
103,3386,19.49,49.99,4/10/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
104,3411,19.49,49.99,4/10/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
105,3460,19.49,49.99,4/10/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
106,3565,19.49,49.99,4/11/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
107,3579,19.49,49.99,4/11/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
108,3602,19.49,49.99,4/11/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
109,3642,19.49,49.99,4/11/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
110,3648,19.49,49.99,4/11/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
111,3703,19.49,49.99,4/12/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
112,3722,19.49,49.99,4/12/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
113,811,19.49,49.99,4/12/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
114,3761,19.49,49.99,4/12/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
115,3824,19.49,49.99,4/13/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
117,4047,19.49,49.99,4/14/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
119,4076,19.49,49.99,4/15/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
120,4082,19.49,49.99,4/15/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
121,4086,19.49,49.99,4/15/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
122,3313,19.49,49.99,4/16/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
123,4174,19.49,49.99,4/16/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
124,4177,19.49,49.99,4/16/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
125,4191,19.49,49.99,4/16/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
126,167,19.49,49.99,4/16/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
127,455,19.49,49.99,4/17/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
128,4346,19.49,49.99,4/18/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
129,4362,19.49,49.99,4/18/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
130,755,19.49,49.99,4/18/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
131,4423,19.49,49.99,4/18/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
132,59,19.49,49.99,4/19/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
133,4474,19.49,49.99,4/19/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
134,4480,19.49,49.99,4/19/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
135,4481,19.49,49.99,4/19/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
136,4519,19.49,49.99,4/19/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
137,4533,19.49,49.99,4/19/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
138,4590,19.49,49.99,4/20/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
139,4674,19.49,49.99,4/21/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
140,4704,19.49,49.99,4/22/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
141,4718,19.49,49.99,4/22/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
142,4728,19.49,49.99,4/22/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
143,4774,19.49,49.99,4/23/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
144,4777,19.49,49.99,4/23/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
145,4785,19.49,49.99,4/23/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
146,2368,19.49,49.99,4/23/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
148,4840,19.49,49.99,4/23/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
149,3291,19.49,49.99,4/23/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
150,4933,19.49,49.99,4/24/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
151,210,19.49,49.99,4/24/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
152,13,19.49,49.99,4/25/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
153,5116,19.49,49.99,4/26/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
154,5134,19.49,49.99,4/26/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
155,5154,19.49,49.99,4/26/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
156,5158,19.49,49.99,4/27/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
157,5243,19.49,49.99,4/27/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
158,5312,19.49,49.99,4/29/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
159,5387,19.49,49.99,4/30/2012,1,April,30.50,2012,The original Mr. Fuzzy,,
160,5461,19.49,49.99,5/1/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
161,5488,19.49,49.99,5/1/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
162,876,19.49,49.99,5/1/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
163,4038,19.49,49.99,5/1/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
164,5539,19.49,49.99,5/1/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
165,5640,19.49,49.99,5/2/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
166,5649,19.49,49.99,5/2/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
167,5688,19.49,49.99,5/2/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
168,5691,19.49,49.99,5/2/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
169,3057,19.49,49.99,5/3/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
170,2617,19.49,49.99,5/3/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
171,5788,19.49,49.99,5/3/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
172,5797,19.49,49.99,5/3/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
173,5824,19.49,49.99,5/3/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
174,5840,19.49,49.99,5/4/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
175,5858,19.49,49.99,5/4/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
176,5918,19.49,49.99,5/4/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
177,6237,19.49,49.99,5/8/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
178,6242,19.49,49.99,5/8/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
180,6291,19.49,49.99,5/9/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
181,6313,19.49,49.99,5/9/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
182,6322,19.49,49.99,5/9/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
183,6352,19.49,49.99,5/9/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
184,2020,19.49,49.99,5/9/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
185,6374,19.49,49.99,5/9/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
187,6433,19.49,49.99,5/10/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
188,6500,19.49,49.99,5/10/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
189,6515,19.49,49.99,5/10/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
190,6565,19.49,49.99,5/11/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
192,6648,19.49,49.99,5/11/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
193,6711,19.49,49.99,5/12/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
194,6732,19.49,49.99,5/13/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
195,6747,19.49,49.99,5/13/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
196,6754,19.49,49.99,5/13/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
197,3659,19.49,49.99,5/14/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
198,6841,19.49,49.99,5/14/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
200,3123,19.49,49.99,5/15/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
201,6872,19.49,49.99,5/15/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
202,6880,19.49,49.99,5/15/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
203,6882,19.49,49.99,5/15/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
204,6929,19.49,49.99,5/15/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
205,872,19.49,49.99,5/15/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
206,6948,19.49,49.99,5/15/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
207,6994,19.49,49.99,5/16/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
208,6995,19.49,49.99,5/16/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
209,7097,19.49,49.99,5/17/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
210,7176,19.49,49.99,5/17/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
211,7195,19.49,49.99,5/17/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
212,4607,19.49,49.99,5/18/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
213,7248,19.49,49.99,5/18/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
214,3264,19.49,49.99,5/18/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
215,7260,19.49,49.99,5/18/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
216,7314,19.49,49.99,5/19/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
217,7355,19.49,49.99,5/20/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
218,7379,19.49,49.99,5/20/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
219,7425,19.49,49.99,5/20/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
220,7430,19.49,49.99,5/20/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
221,7432,19.49,49.99,5/20/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
222,7455,19.49,49.99,5/21/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
223,7498,19.49,49.99,5/21/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
224,7533,19.49,49.99,5/21/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
225,7569,19.49,49.99,5/21/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
226,7594,19.49,49.99,5/22/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
227,7599,19.49,49.99,5/22/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
228,4430,19.49,49.99,5/22/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
229,7630,19.49,49.99,5/22/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
230,1997,19.49,49.99,5/22/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
231,7735,19.49,49.99,5/23/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
232,4098,19.49,49.99,5/23/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
233,7867,19.49,49.99,5/23/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
234,8016,19.49,49.99,5/24/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
235,8026,19.49,49.99,5/24/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
236,8053,19.49,49.99,5/25/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
237,8054,19.49,49.99,5/25/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
238,8090,19.49,49.99,5/25/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
239,8114,19.49,49.99,5/25/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
240,8116,19.49,49.99,5/25/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
241,8136,19.49,49.99,5/25/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
242,8202,19.49,49.99,5/26/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
243,8203,19.49,49.99,5/26/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
244,8216,19.49,49.99,5/26/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
245,8250,19.49,49.99,5/27/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
246,8289,19.49,49.99,5/27/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
247,8299,19.49,49.99,5/28/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
248,8314,19.49,49.99,5/28/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
249,8353,19.49,49.99,5/28/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
250,8409,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
251,8436,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
252,8438,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
253,8453,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
254,8484,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
255,8493,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
256,8501,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
257,8548,19.49,49.99,5/29/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
258,8559,19.49,49.99,5/30/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
259,8567,19.49,49.99,5/30/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
260,8594,19.49,49.99,5/30/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
261,8676,19.49,49.99,5/30/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
262,8684,19.49,49.99,5/30/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
263,8701,19.49,49.99,5/31/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
264,8721,19.49,49.99,5/31/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
265,7771,19.49,49.99,5/31/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
266,8792,19.49,49.99,5/31/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
267,8836,19.49,49.99,5/31/2012,1,May,30.50,2012,The original Mr. Fuzzy,,
268,8855,19.49,49.99,6/1/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
269,8898,19.49,49.99,6/1/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
270,8899,19.49,49.99,6/1/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
272,8941,19.49,49.99,6/1/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
273,8948,19.49,49.99,6/1/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
274,8992,19.49,49.99,6/2/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
275,9022,19.49,49.99,6/2/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
276,9033,19.49,49.99,6/3/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
277,9038,19.49,49.99,6/3/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
278,4154,19.49,49.99,6/3/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
279,9057,19.49,49.99,6/3/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
280,9082,19.49,49.99,6/4/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
281,9182,19.49,49.99,6/4/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
282,9209,19.49,49.99,6/5/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
283,9213,19.49,49.99,6/5/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
284,9222,19.49,49.99,6/5/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
285,9259,19.49,49.99,6/5/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
286,9284,19.49,49.99,6/5/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
287,9342,19.49,49.99,6/6/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
288,9357,19.49,49.99,6/6/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
289,9364,19.49,49.99,6/6/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
291,9406,19.49,49.99,6/6/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
292,9433,19.49,49.99,6/6/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
293,9446,19.49,49.99,6/6/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
294,9454,19.49,49.99,6/6/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
295,9509,19.49,49.99,6/7/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
296,9525,19.49,49.99,6/7/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
297,9553,19.49,49.99,6/7/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
298,9567,19.49,49.99,6/7/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
299,9576,19.49,49.99,6/7/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
300,9640,19.49,49.99,6/7/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
301,9658,19.49,49.99,6/8/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
302,6616,19.49,49.99,6/8/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
303,9669,19.49,49.99,6/8/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
304,9681,19.49,49.99,6/8/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
305,9689,19.49,49.99,6/8/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
306,9721,19.49,49.99,6/8/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
307,9788,19.49,49.99,6/9/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
308,9816,19.49,49.99,6/9/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
309,9836,19.49,49.99,6/9/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
310,9881,19.49,49.99,6/10/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
311,9882,19.49,49.99,6/10/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
312,3428,19.49,49.99,6/10/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
313,9933,19.49,49.99,6/11/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
314,7271,19.49,49.99,6/11/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
315,9955,19.49,49.99,6/11/2012,1,June,30.50,2012,The original Mr. Fuzzy,,
